A1_sd,A1_mean,A2_sd,A2_mean,A3_sd,A3_mean,A4_sd,A4_mean,x,y,a
0.45569389551202727,-66.87878787878788,0.6029570708699002,-59.09189814814815,1.126872966886717,-59.75967592592594,0.3883827924925717,-55.083101851851865,8,3,3
1.092510471069903,-61.47389846743295,1.880661936740219,-59.4110153256705,0.3654284227790523,-55.35316091954024,0.0,0.0,9,4,3
2.0640715414697426,-61.38791099773242,0.4489096460540958,-53.873029556650245,0.3964860746491397,-52.02782567049808,0.4507288604226402,-55.686446360153255,5,5,3
1.4170681318436509,-63.96783661740558,1.1792017766505345,-58.40815544608648,1.153554357146268,-57.107136015325665,1.0886645300945248,-57.94535440613028,6,7,3
0.5715807427254224,-66.87878787878788,1.1838260717985862,-62.41975232621783,1.5268602157481512,-61.28273125342091,0.8693438864000183,-56.62998768472906,9,2,3
0.8839663876189257,-66.73115942028986,1.2602768952315848,-62.87983032293378,0.7650956214774336,-62.68865191322089,0.4655020332212988,-56.887883141762444,10,3,3
0.7580140314322706,-64.58218390804598,0.668570825891855,-55.82088122605364,0.28937161490617863,-57.123994252873565,1.0779768531865142,-62.07255747126437,4,8,3
3.8025881962432635,-60.790469348659,0.7563988953886325,-55.40320881226053,0.6585250639398718,-54.35641762452108,0.9252818994961712,-58.17303639846743,5,6,3
0.6290518091812214,-65.72626811594203,0.7839637804543098,-60.22634920634921,2.0654423943065052,-60.99667328042327,1.1356535400525616,-57.11898148148148,9,6,3
0.10206207261596575,-67.95833333333333,1.3294179913433786,-63.338286808976456,1.6031918997479577,-61.65626710454298,0.625341327592029,-58.753236179529274,8,0,3
0.5304884119821378,-62.44742772108844,0.42613931888416423,-50.90411706349206,0.5359398857068906,-56.649702380952384,1.1832318706588683,-61.59436649659863,1,4,3
1.0002612696157567,-64.61387520525452,0.5025918249733466,-55.0533866995074,0.6082049263649051,-53.08936781609195,0.5855818432199386,-54.696743295019154,5,4,3
